YearOfObservation,Insured_Period,Residential,Building Dimension,Building_Type,NumberOfWindows,Claim,Building_Painted,Building_Fenced,Garden,Settlement,Painted_Fenced_Garden,Painted_Fenced,Garden_Settlement,Fenced_Garden_Settlement,Painted_Fenced_Settlement,Painted_Fenced_Garden_Settlement
2013,1,0,800,2,3,1,1,0,0,0,2,2,0,0,2,2
2013,1,0,750,2,3,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,750,2,3,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,750,2,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,1031,2,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,1031,2,3,1,1,0,0,0,2,2,0,0,2,2
2012,1,1,640,2,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,320,2,9,1,0,1,1,1,1,1,2,4,1,1
2014,1,0,1200,2,9,0,0,1,1,1,1,1,2,4,1,1
2013,0.580821918,1,2793,3,9,0,0,1,1,1,1,1,2,4,1,1
2013,0.698630137,1,140,3,9,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,4113,3,9,1,0,1,1,1,1,1,2,4,1,1
2012,1,1,480,3,9,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,300,3,9,0,0,1,1,1,1,1,2,4,1,1
2013,0.290410959,1,3004,3,9,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,350,2,3,0,1,0,0,0,2,2,0,0,2,2
2016,1,1,350,2,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,790,3,3,0,1,1,1,1,5,3,2,4,4,4
2014,1,1,1093,2,3,0,1,0,0,0,2,2,0,0,2,2
2014,0.482191781,0,360,2,2,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,3000,3,6,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,350,3,2,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,400,3,4,0,1,1,1,1,5,3,2,4,4,4
2014,1,1,1350,2,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,4725,2,5,1,1,0,0,0,2,2,0,0,2,2
2013,0.673972603,1,4725,2,5,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,1,1988,3,3,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,1,4970,2,7,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,250,2,3,0,1,0,0,0,2,2,0,0,2,2
2015,1,1,350,3,5,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,500,3,7,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,332,3,3,1,1,0,0,0,2,2,0,0,2,2
2014,0.61369863,0,332,3,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,792,3,10,0,1,1,1,1,5,3,2,4,4,4
2014,1,1,15860,3,10,1,1,0,0,0,2,2,0,0,2,2
2015,1,1,15860,3,10,1,1,0,0,0,2,2,0,0,2,2
2013,1,0,321,3,2,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,800,3,4,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,800,3,4,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,3500,2,5,1,1,0,0,0,2,2,0,0,2,2
2013,0.161643836,0,344,2,6,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,5800,3,6,1,1,1,1,1,5,3,2,4,4,4
2014,1,0,250,3,6,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,250,3,6,0,1,0,0,0,2,2,0,0,2,2
2014,0.167123288,0,300,2,9,1,1,1,1,1,5,3,2,4,4,4
2012,1,0,355,3,9,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,355,3,9,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,185,3,9,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,3200,3,9,1,1,0,0,0,2,2,0,0,2,2
2016,0.494535519,0,3200,3,9,0,1,0,0,0,2,2,0,0,2,2
2012,0.051912568,0,1450,3,5,0,1,1,1,1,5,3,2,4,4,4
2013,0.547945205,0,800,3,5,1,0,1,1,1,1,1,2,4,1,1
2012,1,0,7382,2,5,0,1,1,1,1,5,3,2,4,4,4
2016,0.994535519,0,17000,3,5,1,1,1,1,1,5,3,2,4,4,4
2012,1,0,10000,3,5,1,0,1,1,1,1,1,2,4,1,1
2015,0.997260274,0,10000,3,5,0,0,1,1,1,1,1,2,4,1,1
2012,0.038251366,1,1275,3,5,0,0,1,1,1,1,1,2,4,1,1
2013,1,1,796,3,5,0,1,1,1,1,5,3,2,4,4,4
2016,1,1,796,3,5,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,985,3,5,0,1,1,1,1,5,3,2,4,4,4
2012,1,1,1800,3,5,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,1800,3,5,0,1,0,0,0,2,2,0,0,2,2
2013,0.465753425,1,700,3,3,1,0,1,1,1,1,1,2,4,1,1
2015,1,0,700,3,3,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,900,2,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,200,3,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,5320,3,5,0,1,1,1,1,5,3,2,4,4,4
2015,1,1,2175,3,5,1,0,1,1,1,1,1,2,4,1,1
2014,1,0,809,3,5,0,1,1,1,1,5,3,2,4,4,4
2012,1,1,300,3,5,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,1,1452,3,5,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,1876,3,5,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,0,1876,3,5,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,420,3,5,0,0,1,1,1,1,1,2,4,1,1
2013,0.747945205,1,9000,3,5,0,1,1,1,1,5,3,2,4,4,4
2013,0.915068493,0,1000,3,5,0,1,0,0,0,2,2,0,0,2,2
2014,0.052054795,0,400,3,4,1,0,1,1,1,1,1,2,4,1,1
2012,1,1,1430,2,4,0,1,1,1,1,5,3,2,4,4,4
2015,1,1,1430,2,4,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,3850,2,4,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,200,2,2,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,140,2,4,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,4772,2,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,300,2,4,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,210,2,4,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,3240,2,4,1,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,1050,2,4,0,0,1,1,1,1,1,2,4,1,1
2014,1,1,3050,2,4,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,2170,1,4,0,0,1,1,1,1,1,2,4,1,1
2016,0.994535519,0,2170,1,4,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,2200,1,4,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,2200,1,4,1,0,1,1,1,1,1,2,4,1,1
2015,1,0,2200,1,4,0,0,1,1,1,1,1,2,4,1,1
2013,1,1,5855,1,4,1,0,1,1,1,1,1,2,4,1,1
2012,1,1,2504,1,4,0,0,1,1,1,1,1,2,4,1,1
2012,0.49726776,1,696,1,4,0,0,1,1,1,1,1,2,4,1,1
2012,1,1,3600,1,4,1,1,0,0,0,2,2,0,0,2,2
2012,0.603825137,1,4096,1,6,0,1,0,0,0,2,2,0,0,2,2
2012,0.333333333,1,1061,1,4,0,1,0,0,0,2,2,0,0,2,2
2015,1,1,1061,1,4,0,1,0,0,0,2,2,0,0,2,2
2016,0.994535519,1,1061,1,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,1450,1,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,1650,1,4,0,0,1,1,1,1,1,2,4,1,1
2013,0.438356164,0,300,1,4,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,5300,1,4,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,700,1,4,0,1,0,0,0,2,2,0,0,2,2
2016,1,0,700,1,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,2968,1,5,1,0,1,1,1,1,1,2,4,1,1
2013,0.8,0,325,1,5,1,0,1,1,1,1,1,2,4,1,1
2013,1,0,120,1,5,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,450,1,5,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,408,1,3,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,710,1,4,0,1,0,0,0,2,2,0,0,2,2
2016,0.792349727,0,710,1,4,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,10900,1,5,1,1,0,0,0,2,2,0,0,2,2
2014,0.328767123,0,360,1,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,1850,1,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,2952,1,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,450,1,1,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,3000,1,4,1,1,0,0,0,2,2,0,0,2,2
2015,1,0,625,1,3,1,1,0,0,0,2,2,0,0,2,2
2014,1,0,3085,1,4,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,1900,1,4,0,1,1,1,1,5,3,2,4,4,4
2016,0.994535519,0,2432,1,4,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,1614,1,4,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,1614,1,4,1,0,1,1,1,1,1,2,4,1,1
2012,1,0,1196,1,4,0,0,1,1,1,1,1,2,4,1,1
2014,0.252054795,0,2280,1,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,460,1,4,0,1,1,1,1,5,3,2,4,4,4
2012,0.081967213,0,4337,1,4,1,0,1,1,1,1,1,2,4,1,1
2013,1,0,300,1,4,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,336,1,4,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,336,1,4,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,600,1,4,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,750,1,4,0,0,1,1,1,1,1,2,4,1,1
2015,0.997260274,0,1556,1,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,1902,1,4,1,1,0,0,0,2,2,0,0,2,2
2014,1,0,1902,1,4,0,1,0,0,0,2,2,0,0,2,2
2016,0.994535519,0,1902,1,4,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,700,1,10,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,600,1,10,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,600,1,10,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,1800,1,10,1,1,1,1,1,5,3,2,4,4,4
2012,0.743169399,0,3050,1,10,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,4430,1,5,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,250,1,2,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,638,1,2,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,3950,1,4,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,1100,1,4,1,1,0,0,0,2,2,0,0,2,2
2014,1,0,910,1,4,0,1,0,0,0,2,2,0,0,2,2
2016,0.994535519,0,1181,1,5,1,1,0,0,0,2,2,0,0,2,2
2013,1,0,620,1,4,1,1,0,0,0,2,2,0,0,2,2
2014,1,0,4780,1,4,0,1,0,0,0,2,2,0,0,2,2
2016,0.494535519,0,11300,1,4,1,1,0,0,0,2,2,0,0,2,2
2013,0.857534247,0,2250,1,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,750,1,4,1,1,0,0,0,2,2,0,0,2,2
2013,1,0,750,1,4,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,1200,1,3,0,1,0,0,0,2,2,0,0,2,2
2012,0.75136612,0,3850,1,5,0,1,0,0,0,2,2,0,0,2,2
2015,0.104109589,0,1650,1,4,0,1,0,0,0,2,2,0,0,2,2
2016,0.50273224,1,11300,1,2,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,400,1,3,0,1,1,1,1,5,3,2,4,4,4
2013,0.665753425,0,400,1,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,13777,1,3,1,1,1,1,1,5,3,2,4,4,4
2014,1,0,2240,1,3,0,0,1,1,1,1,1,2,4,1,1
2013,0.580821918,0,518,1,3,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,165,1,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,630,1,3,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,240,1,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,350,1,3,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,370,1,3,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,1300,1,3,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,582,1,3,0,1,1,1,1,5,3,2,4,4,4
2014,0.81369863,0,582,1,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,1945,1,3,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,1200,1,3,0,1,1,1,1,5,3,2,4,4,4
2014,0.747945205,0,423,1,3,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,700,1,3,0,1,1,1,1,5,3,2,4,4,4
2014,0.794520548,0,700,1,3,1,1,1,1,1,5,3,2,4,4,4
2012,1,0,650,1,3,1,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,650,1,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,510,1,3,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,510,1,3,1,1,1,1,1,5,3,2,4,4,4
2012,1,0,1400,1,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,350,1,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,350,1,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,310,1,5,1,0,1,1,1,1,1,2,4,1,1
2015,1,0,1210,1,5,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,2150,1,2,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,2612,1,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,624,1,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,488,1,5,0,1,0,0,0,2,2,0,0,2,2
2013,0.580821918,0,488,1,5,0,1,0,0,0,2,2,0,0,2,2
2012,0,0,1740,1,8,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,5250,1,8,1,1,1,1,1,5,3,2,4,4,4
2013,1,0,366,1,8,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,500,1,8,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,500,1,8,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,1500,1,8,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,1500,1,8,0,1,1,1,1,5,3,2,4,4,4
2016,1,0,1702,1,8,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,2140,1,8,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,1405,1,8,0,1,1,1,1,5,3,2,4,4,4
2014,0.169863014,0,1405,1,8,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,1112,1,8,0,0,1,1,1,1,1,2,4,1,1
2016,0.994535519,0,1380,1,8,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,3107,1,2,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,3120,1,2,1,0,1,1,1,1,1,2,4,1,1
2014,1,0,1501,1,2,0,1,1,1,1,5,3,2,4,4,4
2015,0,0,707,1,2,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,650,1,2,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,650,1,2,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,1075,1,3,1,1,0,0,0,2,2,0,0,2,2
2014,1,0,2406,1,4,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,2020,1,4,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,2020,1,4,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,2880,1,4,0,1,1,1,1,5,3,2,4,4,4
2015,0.052054795,0,2880,1,4,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,1300,1,4,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,539,1,4,1,1,1,1,1,5,3,2,4,4,4
2012,1,0,600,1,4,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,600,1,4,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,450,1,4,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,1050,1,4,0,1,1,1,1,5,3,2,4,4,4
2015,0.832876712,0,540,1,4,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,2880,1,3,0,1,1,1,1,5,3,2,4,4,4
2016,1,0,2880,1,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,450,1,3,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,600,1,3,0,1,1,1,1,5,3,2,4,4,4
2012,0.084699454,0,560,1,3,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,1500,1,3,0,1,1,1,1,5,3,2,4,4,4
2015,0.989041096,0,530,1,3,0,1,1,1,1,5,3,2,4,4,4
2016,0.967213115,0,530,1,3,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,900,1,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,450,1,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,2075,1,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,2250,1,3,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,2250,1,3,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,880,1,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,400,1,4,0,0,1,1,1,1,1,2,4,1,1
2013,0.052054795,1,400,1,4,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,820,1,4,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,1200,1,4,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,878,1,4,0,0,1,1,1,1,1,2,4,1,1
2016,1,0,1900,1,4,0,1,0,0,0,2,2,0,0,2,2
2013,0.495890411,1,450,1,5,0,0,1,1,1,1,1,2,4,1,1
2014,0.989041096,0,2233,1,5,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,3000,1,2,0,1,1,1,1,5,3,2,4,4,4
2012,1,1,206,1,2,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,1,380,1,3,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,7023,1,3,0,1,0,0,0,2,2,0,0,2,2
2012,0.702185792,1,4601,1,4,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,2394,1,4,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,360,2,4,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,360,2,4,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,690,2,4,0,1,1,1,1,5,3,2,4,4,4
2013,0.161643836,0,730,2,4,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,800,2,4,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,800,2,4,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,1020,2,4,1,0,1,1,1,1,1,2,4,1,1
2014,1,0,8436,2,4,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,8436,2,4,1,1,0,0,0,2,2,0,0,2,2
2013,1,0,1303,2,5,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,650,2,5,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,895,2,5,0,1,1,1,1,5,3,2,4,4,4
2015,0.997260274,0,895,2,5,1,1,1,1,1,5,3,2,4,4,4
2012,1,0,1600,2,5,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,882,2,3,0,0,1,1,1,1,1,2,4,1,1
2013,0.901369863,0,700,2,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,850,2,3,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,850,2,3,0,1,1,1,1,5,3,2,4,4,4
2016,1,0,690,2,3,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,2770,2,3,0,1,0,0,0,2,2,0,0,2,2
2013,0.915068493,0,478,2,5,0,1,1,1,1,5,3,2,4,4,4
2016,1,0,1460,2,5,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,792,2,2,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,723,2,2,0,1,0,0,0,2,2,0,0,2,2
2012,0,0,900,1,2,0,1,1,1,1,5,3,2,4,4,4
2013,0,0,900,1,2,1,1,1,1,1,5,3,2,4,4,4
2016,0,0,1000,1,2,0,1,1,1,1,5,3,2,4,4,4
2012,1,1,250,1,2,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,612,1,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,3887,1,3,0,1,0,0,0,2,2,0,0,2,2
2013,0.808219178,1,250,1,2,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,0,1330,1,2,0,0,1,1,1,1,1,2,4,1,1
2015,1,1,320,1,2,0,0,1,1,1,1,1,2,4,1,1
2016,0.663934426,1,3450,1,2,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,4350,1,3,0,0,1,1,1,1,1,2,4,1,1
2015,0.747945205,1,300,1,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,4536,1,5,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,1024,1,6,0,1,0,0,0,2,2,0,0,2,2
2014,1,1,1024,1,6,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,250,1,3,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,250,1,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,634,1,3,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,634,1,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,160,1,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,1,651,1,3,0,0,1,1,1,1,1,2,4,1,1
2015,1,1,651,1,3,0,0,1,1,1,1,1,2,4,1,1
2015,0.693150685,0,81,1,3,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,250,1,3,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,250,1,3,1,1,0,0,0,2,2,0,0,2,2
2013,0,0,2750,1,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,200,1,2,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,3349,1,4,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,3349,1,4,1,1,0,0,0,2,2,0,0,2,2
2016,0.469945355,0,3349,1,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,494,1,3,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,447,1,3,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,561,1,3,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,0,872,1,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,380,1,3,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,1190,1,3,1,1,1,1,1,5,3,2,4,4,4
2012,1,0,629,1,3,1,0,1,1,1,1,1,2,4,1,1
2014,1,0,629,1,3,1,0,1,1,1,1,1,2,4,1,1
2012,1,0,330,1,3,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,330,1,3,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,561,1,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,400,1,3,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,3100,1,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,1550,1,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,1300,1,3,1,1,1,1,1,5,3,2,4,4,4
2013,0,0,320,1,3,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,650,1,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,800,1,3,0,1,1,1,1,5,3,2,4,4,4
2016,1,0,800,1,3,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,462,1,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,300,1,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,700,1,4,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,500,1,4,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,1400,1,2,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,1400,1,2,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,528,1,2,0,1,1,1,1,5,3,2,4,4,4
2013,0.057534247,0,523,1,2,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,2275,1,3,1,1,1,1,1,5,3,2,4,4,4
2015,0.808219178,0,434,1,3,1,1,1,1,1,5,3,2,4,4,4
2015,1,0,360,1,3,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,770,1,3,1,1,1,1,1,5,3,2,4,4,4
2013,0.964383562,0,210,1,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,210,1,3,0,1,1,1,1,5,3,2,4,4,4
2016,0.890710383,0,940,1,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,1309,1,4,1,1,0,0,0,2,2,0,0,2,2
2015,1,1,1309,1,4,0,1,0,0,0,2,2,0,0,2,2
2013,0,1,7550,1,4,0,0,1,1,1,1,1,2,4,1,1
2012,0.759562842,0,380,1,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,250,1,3,0,1,1,1,1,5,3,2,4,4,4
2016,0,0,754,1,3,0,1,1,1,1,5,3,2,4,4,4
2012,0,0,600,1,3,0,1,1,1,1,5,3,2,4,4,4
2014,0.161643836,0,360,1,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,4354,1,6,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,2518,1,6,0,1,1,1,1,5,3,2,4,4,4
2014,1,1,2785,1,6,0,1,0,0,0,2,2,0,0,2,2
2015,0.997260274,1,2785,1,6,0,1,0,0,0,2,2,0,0,2,2
2013,0,0,10,1,6,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,14906,1,6,0,1,0,0,0,2,2,0,0,2,2
2015,1,1,550,1,3,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,260,1,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,1,600,1,3,1,0,1,1,1,1,1,2,4,1,1
2015,1,1,600,1,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,1,560,1,3,1,0,1,1,1,1,1,2,4,1,1
2012,0.540983607,1,960,1,3,0,1,1,1,1,5,3,2,4,4,4
2013,1,1,195,1,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,280,1,6,0,0,1,1,1,1,1,2,4,1,1
2014,1,1,12474,1,6,1,1,0,0,0,2,2,0,0,2,2
2014,1,1,1764,1,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,1548,1,1,0,0,1,1,1,1,1,2,4,1,1
2013,0.832876712,1,3000,1,1,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,250,1,1,0,1,0,0,0,2,2,0,0,2,2
2016,1,1,1250,1,6,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,3362,1,4,0,1,0,0,0,2,2,0,0,2,2
2015,0.517808219,1,3362,1,4,0,1,0,0,0,2,2,0,0,2,2
2014,0.747945205,1,11007,1,8,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,460,1,3,0,1,0,0,0,2,2,0,0,2,2
2013,0.608219178,0,123,1,1,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,390,1,3,0,1,0,0,0,2,2,0,0,2,2
2013,0.682191781,1,390,1,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,700,1,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,380,1,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,1,180,1,3,0,0,1,1,1,1,1,2,4,1,1
